titel,inhoud,wdka-tijdelijk,url,vorm1,vorm2,vorm3,onderwerp1,onderwerp2,onderwerp3,academie,afdeling,graad,jaar
The Gospel Truth,"To what extent is the trend of hyper-positivity and enthusiasm responsible for today’s prevalent misuse of anti-anxiety medications? Researching an almost paranoiac rejection of negative emotions in our visual language and everyday life, Mariam Darchiashvili brings attention to a questionable industry that feeds off escapism and benzodiazepine abuse. This project talks about the tyranny of modern enthusiasm, aiming to show how an over-performative work culture, self-help market, hyper-positive ideology, and prescription drugs are all pieces of the same self-medicating puzzle.",,https://identitybodymachineearthsystem.net/the-gospel-truth/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Home is Where the Art is,"To create a place to discuss the institutional framework of their education, Esther Vane set up Mushroom Radio, together with MA Interior Architecture student Jack Bardwell. In one of its broadcasts, they discuss Vane’s film Home is Where the Art is, in order to speak about a broader notion: the values of the art academy and our society. In the film, Vane revisits her home, far from the artworld, to see what she could learn from some of her relatives. She revisits her cousin the painter, her aunt the hairdresser, her mom the yoga teacher, her brother the carpenter and talks to other relatives about creativity. What is valuable from their point of view? How do their values relate to the values of the art school? While working and learning, unexpected narratives around craftsmanship and creativity arise.",,https://identitybodymachineearthsystem.net/home-is-where-the-art-is/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Untangling Noises of Matter,"This territory extends beyond its physical particles and molecular matter. With a self-made geo-tool, Louis Braddock Clarke captures the data stored and amplified by the magnetic properties of an iron ore storage site. Here, the land surveyor becomes an active reader of deep-time, present-time, and new-time, while constantly encountering temporal morphology. Entering this iron-core of signals becomes fundamental to the inquisition of invisible space and technocentric positioning.",,https://identitybodymachineearthsystem.net/untangling-noises-of-matter/,gereedschap,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
the future is tentacular: making kin and other gestures,"This project begins with introducing tentacular thinking and making kin as feminist alternative practices to individualist, corporate feminism. These terms offer possibilities to think institutions and relations outside of their normative and patriarchal formations. But what exactly is tentacular thinking? The journey to uncover this term is what this project is about. By setting up experiments, actions, and gestures, Carolina Valente Pinto is growing tentacles in a project space made of a web of collective knowledges–and making kin in between everyone in the process. Tentacular thinking shows how decentralising, expanding, unmaking and tying knots builds generative and generous worlds towards the future.",,https://identitybodymachineearthsystem.net/the-future-is-tentacular-making-kin-and-other-gestures/,workshop,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Inquisition of the Standard Human,"The way the AI “reads” an image must be understood as a prediction, which necessarily depends on classification. As Adrian Mackenzie states, “classification itself presumes the existence of classes, and attributes that define membership of classes”. Inquisition of the Standard Human presents a human reconstructed through algorithmic analyses of hundreds of naked body parts. It aims to unveil the exclusion “a priori” silently enacted through AI’s moderation employing Computer Vision software. Resulting from a series of experimentations, this work aims at understanding the endemic Western “ethics” infused in moderating systems that become tools to silence specific categories.",,https://identitybodymachineearthsystem.net/inquisition-of-the-standard-human/,website,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Hemisphere,"The Sámi people have been residing in the northernmost part of Europe for more than 10.000 years. But nowadays the newly established Nordic nation states claim their land. However even now independent Saamiland is alive in the minds of its people. Typography and language are integral tools in creating nation states. The same tools were used to oppress the Sámi. Working together with Sámi language typographers, linguists and the Sámi parliament, Risto Kujanpää designed a typeface that aims to include, rather than oppress. 2019 is the International Year of Indigenous Languages. According to the initiators Unesco and UN, “most indigenous languages are in danger, even though they are the main conveyors of knowledge that provide original solutions to contemporary challenges.”",,https://identitybodymachineearthsystem.net/hemisphere/,lettertype,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Institute of Blind Spots,"The highly praised modernist Dutch architect J.J.P. Oud (1890 - 1963) knowingly worked for the occupiers of the Third Reich in WWII. This project takes the Poortgebouw (Gateway Building) of 1942 by J.J.P. Oud under the microscope. Asking why this part of the story is not represented in the ouvre of the highly- acclaimed architect, the Institute of Blind Spots is intended as a critique of the museum world, which tends to leave behind politically incorrect and controversial background stories in their programming. What is the struggle of dealing with sensitive information?",,https://identitybodymachineearthsystem.net/institute-of-blind-spots/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
AImnesia,"The extension of our memories, thoughts, and perceptions beyond biological bodies to algorithmically mediated networks triggers the emergence of a new space where AI and the human brain learn from one another. By training on huge datasets of images, sounds and texts, so-called GANs are able to create realistic non-human patterns and fill in missing data with plausible content. The project AImnesia juxtaposes an algorithmic fiction of procedurally recreated machine memories with a discussion with a machine learning inventor, a techno- philosopher, neuroscientists, and computational artists around the relation between human memory and AI.",,https://identitybodymachineearthsystem.net/aimnesia/,software,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Midnight Frontier,"The documentary Midnight Frontier tells the story of activists that stand at the frontline of LGBTQ+ activism in Georgia.They recount their experience during the International Day Against Homophobia (IDAHOT), in which they were assaulted by people partaking in the Georgian Orthodox Church’s ’Family Purity Day’, of the same day. The nightclub Club Bassiani forms their fort of resistance to homophobic violence. For them, nightlife in Georgia is not an escape, but a way to resist. A fight that is not contained within the walls of the club, uniting friends and enemies through dance.",,https://identitybodymachineearthsystem.net/midnight-frontier/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Handle with Care,"ssssssssssshhhhhhhh… tap tap tap… pat… *sniffle*…*silence* …patter patter patter. You listen carefully, as a hand gently interacts with a freshly unboxed MacBook Pro with a Touch Bar and Touch ID with 2.4GHz Quad-Core Processor and Turbo Boost up to 4.1GHz 256GB Storage. Through a series of rendered ASMR videos, Samuel Rynearson brings together contemporary and ancient tools as subjects of fascination. Autonomous sensory meridian response (ASMR) is a calming, pleasurable feeling often accompanied by a tingling sensation.",,https://identitybodymachineearthsystem.net/handle-with-care/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
The Small Space of a Pause,"Space is a container of past and future, memory and imagination, limitations and potential. Fluidity is the ability to sense the rhythm, in order to move within space. It’s the ability to (un)learn. It’s the awareness of a universal open space, instead of a space divided by perceived walls. It’s the awareness of self in context of, and the awareness of self in any context. In her project, Kerrin Go attempts to place visitors in the present time and space. She uses the academy and its renovation to make them part of her installation and asks them to look beyond it. In the small space of a pause, there’s infinity.",,https://identitybodymachineearthsystem.net/the-small-space-of-a-pause/,installatie,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Rusty Odyssey,"Rusty Odyssey depicts the colonial faces of three copper coins (VOC Duit, Japanese Sen, and Euro coin) tracing their guilty chronicle from the 17th century till the present day in The Netherlands, Japan, and Korea. Transcending time and territories, the film cuts the temporal dimension of the geographies where the coins were born and follows the transformation of the monetary material as vitalized by capital. Rusty Odyssey reveals the colonial phantom behind the faces of the coins through three sites in which history is staged. The fluctuating heartbeat of copper – an inheritor of colonial capitalism – still lives on.",,https://identitybodymachineearthsystem.net/rusty-odyssey/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Making is Thinking,"Roderick Cornelissen concerns himself with the decline of crafts- manship in the artworld, where ideas dominate and at times become more important than the artwork itself. Within the trade of hand bookbinding, Cornelissen found endless possibilities to create. Through making, he developed ideas about the book as a medium. In reinventing himself through making, he realised that making is not a contradiction to thinking. The project aims to highlight the value of making as a mode of thinking.",,https://identitybodymachineearthsystem.net/making-is-thinking/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
I Could Argue With That,"Political polarisation creates divisions in society. Intense debates not only appear on news portals and in social media but also in personal relationships, affecting friend-ships and families. Growing tensions between opposing sides often lead to silence as a way of avoiding conflict. In order to provoke important conversations in a safe environment, Artúr Andrási designed a board game that creates opportunities to discuss political issues in humorous and ironic ways. In the game, players are forced to defend political views, which they do not necessarily agree with.",,https://identitybodymachineearthsystem.net/i-could-argue-with-that/,spel,-,-,politiek,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Shadow Moves: a Performance of Cognitive Labour,"Nonroutine cognitive work represents the biggest job group in Western countries, yet our frame of reference remains stuck in a manual era. Labour is defined by its easily discernible functional handlings, however mental processes are not per se linked to these handlings. In 1947, dance theorist Rudolf Laban published a Fordistic study on the human effort in labour. Here he introduced the term “shadow moves”, which he defined as the non-functional physical release of mental strain. To cognitive labour, however, they can signify the visible trace most true to its real effort. By isolating shadow moves through performance, Wannes Vrijs renders the cognitive visible.",,https://identitybodymachineearthsystem.net/shadow-moves-a-performance-of-cognitive-labour/,performance,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
No Signs of Weakness,"Many of the signifiers that we associate with masculinity are in essence methods of keeping anxiety at bay. Clenched fists and clipped haircuts make us feel armoured against threats from the outside world. Wearing black reflects our feelings of restraint and asceticism, curbing uncertainty about ourselves. These tendencies permeate visual culture and are part of an aesthetic vernacular with which we are confronted daily. They are not visual metaphors for anxiety; rather they alleviate it, producing a direct bodily sensation. What role can designers play in dealing with the signifiers of masculinity, at a time when re- actionary ideas of manhood are on the rise?",,https://identitybodymachineearthsystem.net/no-signs-of-weakness/,poster,boek,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Lucy,"Lucy is a sweet little thing, but, Ew! what ís all that stuff growing there on her body?  Let’s get it away, get your razor and, quick, let nobody see,  the long black hairs that grow effortlessly.",,https://identitybodymachineearthsystem.net/lucy/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Looking Seriously Alive,"Looking Seriously Alive explores the aesthetics of hyper-consumerism through the lens of sport fishing. Revolving around personal entertainment and achievement, sport fishing employs specific tools to help in the hunt. Evy van Schelt questions the role of design in the beautification of weaponry. Her work interrogates the moral conflict in the application of design, the materialisation of violence, and the deadly effects of these weapons in practice.",,https://identitybodymachineearthsystem.net/looking-seriously-alive/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
"We Live in a World Summoned, Dreaming of Total Control","It could be said that human-centered thinking is at the core of the capitalist demise of environmental disasters and damaged ecosystems. This anthropocentrism is deeply established and permeates the way we treat the world. This animation suggests a departure from anthropocentric, secular and divisive way of thinking. Featuring beings that are in between species, that live between worlds that alert us of destructions and extinctions that are ongoing. The environment implies possible human extinction, where nature thrives on regardless.",,https://identitybodymachineearthsystem.net/we-live-in-a-world-summoned-dreaming-of-total-control/,video,-,-,ecologie,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Polarity of Possessions,"In a world in which consumption defines you possessions become a reflection of the self. From store shelves to billboards products promise to increase the quality of our lives. Advertisements create a deceptive truth in which decay is simply non-existent. In the video installation Polarity Of Possessions, Rhodé Tavenier creates a space for reflection on the complex relationship between human beings and their belongings. Aware of her own materialistic tendencies, she investigates both the risks and values of material satisfaction. The project is inspired by 17th Century Vanitas still lifes, in how they remind us of our mortality and the risks of vanity, wealth, and excess. Tavenier creates assemblages with present-day objects and creates fluidity in composition as a metaphor for the fluidity of life.",,https://identitybodymachineearthsystem.net/polarity-of-possessions/,installatie,video,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
You’re Welcome!,"If I remember well, this project started because you realised that working on prestigious cultural assignments lowers your chance of achieving the bourgeois well-off existence, which according to Western conventions comprises a house, backyard and a 65-zoll 4K TV. The contradiction is that you never wanted this house; as a child you drew this house sloppily probably on purpose.",,https://identitybodymachineearthsystem.net/youre-welcome/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
I’m not Quasimodo and I’m not Esmeralda but sometimes they make love and it’s a foxy kind of love,"I’m not Quasimodo and I’m not Esmeralda but sometimes they make love. It’s hard to bear either Quasimodo or Esmeralda… Maybe I wish to be both. Both of these characters carry distinguishable shells and both are imprisoned in their own identity. Sometimes your skins are too heavy to wear, don’t you think? In our reality it feels like you can only be either crooked or sublime, S or XL. But sometimes the small and the large don’t fit. What people make, what people become within the uniform is what is at stake for this project. Rebecca Joly collects people – beautiful people with crooked stories; crooked people with beautiful stories… pick your order! When she meets them in the street, the first thing she says is: “Hey, I really like the way you look… Tell me more about what I see, I want you on my TV”. Later on she wonders, “Where are you under these skins?”.",,https://identitybodymachineearthsystem.net/im-not-quasimodo-and-im-not-esmeralda-but-sometimes-they-make-love-and-its-a-foxy-kind-of-love/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Where the fuck is Nacho?,"I asked my brother what happened, he barely answered me. He was drunk and smashed the car in the middle of the night… He said he was with a friend, they both ran away leaving the car behind, smashed in the middle of the road. My brother doesn’t have a driving license; it was not a nice story to tell the police. Running away seemed like the best option. When my mom woke up to go to work she realised that her car was no longer parked in her parking spot. She freaked out: “it had to be Nacho”. Apparently he had left €40 on the counter with a note, for her to take a taxi to work.",,https://identitybodymachineearthsystem.net/where-the-fuck-is-nacho/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
"Through your window, I can see my house","How do we deal with chaos, violence and the threat to our existence and values, whether real or perceived? Verena Hahn met six individuals who found their own ways of building a body-world-relationship–with very different political consequences. From prepping, neighbourhood watch and conspiracy theory to wig making and dance, the film traces how self defence turns into attack and violence, and asks: how we can find less subjecting and more courageous strategies for creating safe spaces, without tapping into the spiral of violence and counter-violence?",,https://identitybodymachineearthsystem.net/through-your-window-i-can-see-my-house/,video,-,-,lichaam,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
The Eternal Pursuit of Togetherness,"Hovering over the residential, business and shopping centre Ihme-Zentrum in the German city of Hannover, the film spectates the current state of a former utopia. Retelling its history and questioning its status, the viewer visits a place synonymous for many more, all making the promise of a better future for everyone. Should we rely on such stories? What is a place that does not exist? What is utopia without humans?",,https://identitybodymachineearthsystem.net/the-eternal-pursuit-of-togetherness/,video,-,-,lokaliteit,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Do you read me?!,"Given the speed and ease of digital communication, we are presented merely with a facade. Not only does the facade hide a mountain of mediation, it makes communication seem simple and frictionless. We are surrounded by a network that none of us notice but all of us use. Wietske Nutma traces the route of a single text message between sender and receiver. She gives an account of its intimacy, the time and distance of its travel, narrating us through the rules and infrastructures that govern our means of communication.",,https://identitybodymachineearthsystem.net/do-you-read-me/,boek,poster,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Migrare,"Filmed from God’s point of view, Migrare is a documentary featuring undocumented people from Indonesia living inside the social structures of The Netherlands. This interview-based documentary is an attempt to reveal the humanistic side of these migrants, giving the audience insight into what it is like to live without legality–what this means to them and how they see themselves inside the “illegal immigrants” stigma.",,https://identitybodymachineearthsystem.net/migrare/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Contemporary Ornaments: Understanding the Language of Objects,"Even the most ordinary object represents the cultural environment in which it is shaped. Its materials and form can be understood as signifiers that justify its potential, within the cultural framework of its production and use. This project aims to shed light on contemporary culture by understanding the language of objects. By re-contextualising the ornament of an ordinary object, the project provides a method for seeing the object as cultural phenomena.",,https://identitybodymachineearthsystem.net/contemporary-ornaments-understanding-the-language-of-objects/,?,?,?,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Patterns in Circulation,"Cultural misappropriation distinguishes itself from cultural exchange, appreciation and appropriation due to the adoption of elements of a minority culture by members of a dominant culture. Employing the 2019 Spring/Summer fashion collection as a case study, Bohwa Jang studies the misappropriation of ornaments and patterns in Western fashion today. With Patterns in Circulation she develops a clothing collection for today’s European political elite.",,https://identitybodymachineearthsystem.net/patterns-in-circulation/,kledingstuk,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Nothing Exists When Nothing Happens,"Contemporary theories in physics are so fantastically mindblowing and seemingly impossible that scientists themselves often propose that only by the will of divine power our universe could have come into existence as it is. Surprised by this contradiction and the fact that 60% of all Nobel laureates for the past 100 years actually believed in God, Natalia Vishnevskaia decided to make a bridge between science and faith, and find out what kind of divine power they actually believed in. In her installation she explains and visualizes four cosmological and physical notions, combining them with scientists’ opinions on God, spirituality and ancient beliefs, which are surprisingly consistent with quantum physics.",,https://identitybodymachineearthsystem.net/nothing-exists-when-nothing-happens/,installatie,video,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Hyper Production Score,"By 2067, the consumption of dairy per capita is expected to in- crease from 87 kilograms per person to 119. The industry is under pressure to provide ever-increasing output for the minimum of means. In this project, Dominika Fojtikova examines hyper- surveillance in dairy farming. With the newest technologies, cattle are constantly monitored and tracked in order to increase maximum production–from facial recognition, to the monitoring of their chewing, and the scoring of their bodies. As a result of unsustainable agriculture policy of the EU that incentivises he overproduction of milk, we end up with “milk lakes” and increased demand from export countries.",,https://identitybodymachineearthsystem.net/hyper-production-score/,video,-,-,duurzaamheid,technologie,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
The Pursuit of Perfection,"Being a Pencak Silat athlete Samantha invests so much time and energy in learning this martial art while knowing she will never use these skills in her everyday life. The beauty of mastering a skill is that at one point its gesture vanishes, and all that is left is the story and feeling. In The Pursuit of Perfections, Samantha invites people to use the philosophy of martial arts to train their body and mind by making “non-functional” objects, or practicing “useless” skills. The repetitive movements show that discipline, skill and focus is evolving throughout the process. Turning the messy into something beautiful, the perceived boundaries of the body and mind blur and intertwine as one.",,https://identitybodymachineearthsystem.net/the-pursuit-of-perfection/,video,installatie,voorwerp,lichaam,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Plasticity of Wonder,"Animated 3D is not a shiny puff of figurative wonder–its form and language is deeply rooted in the physical world. The three-channel video installation Plasticity of Wonder employs artisanal and industrial metaphors to depict a fictional production of well-known 3D animated characters. With this work, Armands Freibergs argues that 3D artists conform to the Arts and Crafts’ definition of crafts people–they are dedicated individuals applying their skills by hand with the computer mouse and keyboard, rather than a chisel or potter’s wheel.",,https://identitybodymachineearthsystem.net/plasticity-of-wonder/,installatie,video,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Do You Believe in Magic?,"Andromeda, formerly known as Cassiopeia’s daughter, will become the next Google operating system. Cassandra, princess of Troy, has become a database management system. Palantir, the seeing stone from The Lord of the Rings, is powering US counter-terrorism and predictive policing. As if haunted, we tend to rely on occult narratives from a distant past in order to understand our technological present. New worlds wear the costumes of the old, while the products of today’s technology companies are anything but fictional, and their mechanisms increasingly opaque. This project questions the effect of a rhetoric used by those who design the surface and the very core of contemporary technologies. What is the impact of mystification on our ability to understand? Do You Believe in Magic? draws the outlines of a corporate secrecy made of unicorn alchemists and wizards. Welcome home, where during a night, inanimate objects come to life and magic turns into horror.",,https://identitybodymachineearthsystem.net/do-you-believe-in-magic/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Today I Am Not Going to Save the World,"A question that we inevitably pose to ourselves is how can we deal with stress and the boredom of everyday life. Together with Herbo, the spirit animal and star of the show, Cato Stigter developed five ways of finding ourselves and bringing our inner tranquillity back. Today I Am Not Going to Save the World shows you how you can free your mind from stress, and expand your consciousness, how you can share your grooviness and make spiritual connections, and how you can focus more on life and find your inner Original Gangster spirit.",,https://identitybodymachineearthsystem.net/today-i-am-not-going-to-save-the-world/,video,-,-,stress,verveling,-,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
My Name,"A name is something everyone has, but for queer people, a name can be a curse or a form of empowerment. Language is power and not everyone has the power to control language. My Name is a comic about finding a name. It is a journey about queer people overcoming the obstacles constructed by society through language, on their own, but more importantly as a community. Greta Radzevičiūtė approaches this topic through the medium of comics, challenging the notion that comics are something that should be set aside with age.",,https://identitybodymachineearthsystem.net/my-name/,illustratie,-,-,sexualiteit,taal,identiteit,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Continuum Elevation,"A balcony, unlike a terrace or loggia, is cellular and isolated. Standing on a balcony, one has the privilege of greater privacy, elevation, and breadth of view. Continuum Elevation explores power relations inherent to verticality – the shift in perspective that divides the ones above from the ones below. The video installation traces the notion of verticality in today’s world – a time characterised by “seeing all”, with scant knowledge and interest in those on the ground.",,https://identitybodymachineearthsystem.net/continuum-elevation/,installatie,video,-,macht,-,-,Koninklijke Academie van Beeldende Kunsten,Graphic Design (Koninklijke Academie van Beeldende Kunsten),Bachelor,2019
Look Inside: This Could Mean Something,"Whether we experience our lives as a narrative with ourselves playing the lead role or as a journey towards self-actualisation striving to realise our full potential, the idea of a true optimal self is central in consumer culture today. The market adapts to this by offering experiences rather than products, and transformations rather than services. Do these countless ways to become, improve, accept, and express ourselves actually bring us any closer to our one true authentic self? This project gives an absurd overview of the confusing economy of the self, in the form of an escape room. Look inside and immerse yourself in the ultimate quest for meaning and self-discovery!",,https://identitybodymachineearthsystem.net/look-inside-this-could-mean-something/,installatie,video,-,authenticiteit,economie,identiteit,Koninklijke Academie van Beeldende Kunsten,Non Linear Narrative (Koninklijke Academie van Beeldende Kunsten),Master,2019
Camera.1,"Software cameras are the new heroes of cinema. They are superhuman, capable of traveling through space and time. They utilise multiple temporalities to move through filmic space in one seamless movement without using cuts. Detached from the physical world, the virtual camera has the ability to reproduce reality in vivid detail. This detail violates our senses of reality and perpetuates the illusion of the familiar. In an amalgamation of showreel video and a cinema movie, the protagonist, a software camera, explores a furnished rendered apartment, all the while discovering her superpower.",,https://identitybodymachineearthsystem.net/camera-1/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Non Linear Narrative (Koninklijke Academie van Beeldende Kunsten),Master,2019
"What they destroy, we will build again!","In May 2015, IS militants occupied the ancient Syrian excavation site of Palmyra and demolished most of its structures, including the triumphal arch. As “an act of defiance” against this cultural censorship, the British Institute for Digital Archaeology replicated the demolished arch. In April 2016, the life-size scale reconstruction was erected at Trafalgar Square, London, and has since travelled to several cities across the globe.The words of (then-) London mayor Boris Johnson, “what they destroy, we will build again”, poses a binary narrative that presents construction as the opposite of deconstruction; inexhaustible, idealistic construction as the solution to inexhaustible, idealistic deconstruction. This installation uses the recreated Arch of Palmyra as a case study to excavate landscapes of power, and to talk about neo-colonial appropriation of heritage in an age of digital reconstruction and contemporary iconoclasm.",,https://identitybodymachineearthsystem.net/what-they-destroy-we-will-build-again/,installatie,video,-,,,,Koninklijke Academie van Beeldende Kunsten,Non Linear Narrative (Koninklijke Academie van Beeldende Kunsten),Master,2019
The Quick Shall Inherit the Earth,"Advancements in technology are almost universally heralded as progress. Yet the engineers, designers, and entrepreneurs of Silicon Valley, who are supposedly tasked with this progress are often found frequenting offline resorts and embarking on digital detoxes. The rise of the Slow Movement and a rejection of digital technologies demonstrates a desire to regain control of an accelerated pace of life and end what has come to be known as ‘time poverty’. A video installation explores how the speed of digital technologies produce a desire to disconnect in order to reconnect with ourselves and the planet.",,https://identitybodymachineearthsystem.net/the-quick-shall-inherit-the-earth/,installatie,video,-,,,,Koninklijke Academie van Beeldende Kunsten,Non Linear Narrative (Koninklijke Academie van Beeldende Kunsten),Master,2019
Very Online,"A theatrical internet show about communities, power dynamics and corporate hypocrisy in online spaces. Reporting from the hidden lands within Facebook, the steamy group chats of your favourite brands and many more cursed places. Very Online deconstructs phenomena on the Internet and turns them into fast-paced critical content that can be fed back into the algorithmic YouTube machine. Using costumes, screenshots, game shows, commercials and fan fiction, it looks at the absurdity of digital culture in late stage capitalism. Like and subscribe.",,https://identitybodymachineearthsystem.net/very-online/,video,-,-,,,,Koninklijke Academie van Beeldende Kunsten,Non Linear Narrative (Koninklijke Academie van Beeldende Kunsten),Master,2019
The Other Room,"The Other Room is a research project investigating speculative design in a series of suggestions for impossible interiors. For the group exhibition Loophole at Roodkapje Rotterdam, a detached movable wall (240*40*240cm) stands in the middle of the room. The mobile wall is decorated with an air vent suggestive of a building infrastructure and ducting system. A secondary vent is placed on a fixed structural wall in the gallery. Visitors could hear sounds coming through the vent. Voices of visitors chatting, familiar voices even alongside distant audio coming from the other projects. The two vents are connected in an invisible ducting system creating a one-way flow of communication, an unattainable inside, or an eavesdropping opportunity.",,http://miard.pzwart.nl/research-and-design/the-other-room,installatie,-,-,,,,Piet Zwart Institute (Willem de Kooning Academie),Interior Architecture: Research + Design (Piet Zwart Institute),Master,2019
Machine Wash Only,"The car wash is one of the only interiors that is fully dedicated to machines. During this time the role of the human is passive, forced to wait for the pre programmed behaviour of the robots around them. Machine Wash Only gives us a glimpse of a world created by our domestic smart home devices. We have become subordinate to our devices becoming nothing more than objects producing data for our machines to learn from and evolve in our image. As a result we become machine – like following the preprogrammed smart home lifestyle where variety and spontenaity don’t exist. Machine Wash Only is a design object that decides for itself when it wants to be a table or when it wants to clean the floor shaping and defining our domestic interior and therefore how one should live.",,http://miard.pzwart.nl/research-and-design/machine-wash-only-2,machine,-,-,,,,Piet Zwart Institute (Willem de Kooning Academie),Interior Architecture: Research + Design (Piet Zwart Institute),Master,2019
Powidoki,"Powidoki focuses on the duality of the images which speak about the architecture and simultaneously speak about themselves. The project appreciates the role of the image and regards its nature as well as concentrate on the translation of space with respect to voice and character of place. An observational system consisting of 29 pinhole cameras was placed along the perimeter of the church’s interior, in an attempt to capture the space’s essence. Each camera with its specific placement represents the point of view of the wall. It lends its eye to the building and becomes part of its architecture. The collection of multiple viewpoints is composed into an „inverted panorama”, through which spectators gain insight into the dynamics of the place’s multilayered structure. In the same manner, the spectators are also confronted with a new type of gaze. They experience the perspective of the walls looking at each other, thus, they experience how the space might see itself. The camera listens to the voice of the building and through the image allows it to speak…",,http://miard.pzwart.nl/research-and-design/powidoki,installatie,foto,-,,,,Piet Zwart Institute (Willem de Kooning Academie),Interior Architecture: Research + Design (Piet Zwart Institute),Master,2019
